,Season,Player,Squad,F_Pos,Avg_Fanta_Score,Autogoal,Pos,Comp,Age,Match_Played,Match_Started,Min_Played,Avg_Min_Played,Goal,Assist,Penalties_Scored,Penalties_Attempted,YCards,RCards,xG,npxG,xAG,PrgC,PrgP,PrgR
1588,2018-2019,TERRACCIANO,Fiorentina,P,6.35,0.0,,,,,,,,,,,,,,,,,,,
1590,2018-2019,MARCHETTI,Genoa,P,5.75,0.0,,,,,,,,,,,,,,,,,,,
1591,2018-2019,REINA,Milan,P,6.38,0.0,,,,,,,,,,,,,,,,,,,
1595,2018-2019,CABRAL,Sampdoria,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
1596,2018-2019,ICHAZO,Torino,P,5.67,0.0,,,,,,,,,,,,,,,,,,,
1598,2018-2019,JANDREI,Genoa,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
1599,2018-2019,PEGOLO,Sassuolo,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
1600,2018-2019,BARDI,Frosinone,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
1601,2018-2019,MILINKOVIC-SAVIC,SPAL,P,5.75,0.0,,,,,,,,,,,,,,,,,,,
1602,2018-2019,SECULIN,Chievo,P,5.75,0.0,,,,,,,,,,,,,,,,,,,
1603,2018-2019,GUERRIERI,Lazio,P,5.5,0.0,,,,,,,,,,,,,,,,,,,
1604,2018-2019,PINSOGLIO,Juventus,P,5.5,0.0,,,,,,,,,,,,,,,,,,,
1605,2018-2019,PROTO,Lazio,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
1606,2018-2019,FRATTALI,Parma,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
1625,2018-2019,DANILO,Bologna,D,6.01,0.0,,,,,,,,,,,,,,,,,,,
1639,2018-2019,FELIPE,SPAL,D,5.84,0.0,,,,,,,,,,,,,,,,,,,
1663,2018-2019,SAMIR,Udinese,D,5.88,0.0,,,,,,,,,,,,,,,,,,,
1707,2018-2019,SCHELOTTO,Chievo,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
1722,2018-2019,SOARES,Inter,D,6.17,0.0,,,,,,,,,,,,,,,,,,,
1731,2018-2019,G,Bologna,D,5.73,0.0,,,,,,,,,,,,,,,,,,,
1743,2018-2019,F,SPAL,D,5.88,0.0,,,,,,,,,,,,,,,,,,,
1747,2018-2019,DALBERT,Inter,D,5.73,0.0,,,,,,,,,,,,,,,,,,,
1758,2018-2019,REGINI,SPAL,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
1759,2018-2019,CHIRICHES,Napoli,D,6.25,0.0,,,,,,,,,,,,,,,,,,,
1761,2018-2019,LEMOS,Sassuolo,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
1768,2018-2019,NIKOLAOU,Empoli,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
1769,2018-2019,RANOCCHIA,Inter,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
1772,2018-2019,RECA,Atalanta,D,6.5,0.0,,,,,,,,,,,,,,,,,,,
1773,2018-2019,PAZ,Bologna,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
1775,2018-2019,TAVARES,Sampdoria,D,5.67,0.0,,,,,,,,,,,,,,,,,,,
1776,2018-2019,UNTERSEE,Empoli,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
1778,2018-2019,ADNAN,Atalanta,D,5.83,0.0,,,,,,,,,,,,,,,,,,,
1779,2018-2019,WAGUE,Udinese,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
1780,2018-2019,L,SPAL,D,5.38,0.0,,,,,,,,,,,,,,,,,,,
1781,2018-2019,TANASIJEVIC,Chievo,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
1800,2018-2019,,Juventus,C,6.02,1.0,,,,,,,,,,,,,,,,,,,
1801,2018-2019,RUIZ,Napoli,C,6.3,0.0,,,,,,,,,,,,,,,,,,,
1858,2018-2019,STROOTMAN,Roma,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
1887,2018-2019,DJURICIC,Sassuolo,C,5.82,0.0,,,,,,,,,,,,,,,,,,,
1902,2018-2019,PIAZON,Chievo,C,5.67,0.0,,,,,,,,,,,,,,,,,,,
1910,2018-2019,L,Parma,C,5.66,0.0,,,,,,,,,,,,,,,,,,,
1922,2018-2019,JANKOVIC,SPAL,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1929,2018-2019,HALLFREDSSON,Udinese,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
1935,2018-2019,N,Chievo,C,5.54,0.0,,,,,,,,,,,,,,,,,,,
1939,2018-2019,MACHIN,Parma,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
1946,2018-2019,BADU,Udinese,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1948,2018-2019,JORDAO,Lazio,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1950,2018-2019,CAVIGLIA,Juventus,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1953,2018-2019,J,Milan,C,5.62,0.0,,,,,,,,,,,,,,,,,,,
1954,2018-2019,DEZI,Parma,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1956,2018-2019,JM,Bologna,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1957,2018-2019,INGELSSON,Udinese,C,5.17,0.0,,,,,,,,,,,,,,,,,,,
1958,2018-2019,KULUSEVSKI,Atalanta,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
1959,2018-2019,BURRUCHAGA,Chievo,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
1960,2018-2019,OMEONGA,Genoa,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
1961,2018-2019,CORIC,Roma,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
1987,2018-2019,KEITA,Inter,A,6.02,0.0,,,,,,,,,,,,,,,,,,,
2004,2018-2019,LJAJIC,Torino,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
2013,2018-2019,D,Frosinone,A,5.86,0.0,,,,,,,,,,,,,,,,,,,
2030,2018-2019,E,Atalanta,A,5.78,0.0,,,,,,,,,,,,,,,,,,,
2045,2018-2019,DJORDJEVIC,Chievo,A,5.42,0.0,,,,,,,,,,,,,,,,,,,
2053,2018-2019,MEDEIROS,Genoa,A,5.25,0.0,,,,,,,,,,,,,,,,,,,
2059,2018-2019,DESPODOV,Cagliari,A,5.67,0.0,,,,,,,,,,,,,,,,,,,
2062,2018-2019,EDERA,Bologna,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2064,2018-2019,NETO,Lazio,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
2066,2018-2019,SCHIAPPACASSE,Parma,A,5.33,0.0,,,,,,,,,,,,,,,,,,,
2067,2018-2019,A,Empoli,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
2068,2018-2019,ODGAARD,Sassuolo,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
2069,2018-2019,CRUZ,Parma,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2070,2018-2019,DALMONTE,Genoa,A,5.75,0.0,,,,,,,,,,,,,,,,,,,
2071,2018-2019,PICCOLI,Atalanta,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2072,2018-2019,ARDAIZ,Frosinone,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2073,2018-2019,DORATIOTTO,Cagliari,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2082,2019-2020,SILVESTRI,Verona,P,6.2,0.0,,,,,,,,,,,,,,,,,,,
2101,2019-2020,PINSOGLIO,Juventus,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2103,2019-2020,RADUNOVIC,Verona,P,5.83,0.0,,,,,,,,,,,,,,,,,,,
2104,2019-2020,COSTA,Bologna,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2105,2019-2020,UJKANI,Torino,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
2106,2019-2020,REINA,Milan,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
2107,2019-2020,COLOMBI,Parma,P,6.25,0.0,,,,,,,,,,,,,,,,,,,
2108,2019-2020,PADELLI,Inter,P,5.33,0.0,,,,,,,,,,,,,,,,,,,
2110,2019-2020,RADU,Parma,P,6.03,0.0,,,,,,,,,,,,,,,,,,,
2111,2019-2020,FALCONE,Sampdoria,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2112,2019-2020,ROSSI,Atalanta,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2113,2019-2020,FUZATO,Roma,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2114,2019-2020,ROSATI,Torino,P,5.5,0.0,,,,,,,,,,,,,,,,,,,
2116,2019-2020,ALFONSO,Brescia,P,5.83,0.0,,,,,,,,,,,,,,,,,,,
2117,2019-2020,THIAM,SPAL,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2119,2019-2020,TURATI,Sassuolo,P,6.25,0.0,,,,,,,,,,,,,,,,,,,
2120,2019-2020,BEGOVIC,Milan,P,6.25,0.0,,,,,,,,,,,,,,,,,,,
2129,2019-2020,FARAONI,Verona,D,6.1,0.0,,,,,,,,,,,,,,,,,,,
2148,2019-2020,DANILO,Bologna,D,5.95,0.0,,,,,,,,,,,,,,,,,,,
2158,2019-2020,CHIELLINI,Juventus,D,6.12,0.0,,,,,,,,,,,,,,,,,,,
2165,2019-2020,RRAHMANI,Verona,D,5.94,0.0,,,,,,,,,,,,,,,,,,,
2174,2019-2020,DALBERT,Fiorentina,D,5.85,0.0,,,,,,,,,,,,,,,,,,,
2180,2019-2020,KUMBULLA,Verona,D,6.15,0.0,,,,,,,,,,,,,,,,,,,
2199,2019-2020,SINGO,Torino,D,6.33,0.0,,,,,,,,,,,,,,,,,,,
2206,2019-2020,SAMIR,Udinese,D,5.68,0.0,,,,,,,,,,,,,,,,,,,
2210,2019-2020,GUNTER,Verona,D,5.81,0.0,,,,,,,,,,,,,,,,,,,
2214,2019-2020,DIMARCO,Verona,D,6.0,1.0,,,,,,,,,,,,,,,,,,,
2238,2019-2020,CALAFIORI,Roma,D,6.5,0.0,,,,,,,,,,,,,,,,,,,
2244,2019-2020,JESUS,Roma,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
2249,2019-2020,REGINI,Parma,D,5.88,0.0,,,,,,,,,,,,,,,,,,,
2272,2019-2020,ARANA,Atalanta,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2282,2019-2020,ZUKANOVIC,SPAL,D,5.67,0.0,,,,,,,,,,,,,,,,,,,
2285,2019-2020,FELIPE,SPAL,D,5.46,0.0,,,,,,,,,,,,,,,,,,,
2286,2019-2020,ADJAPONG,Verona,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
2292,2019-2020,YAMIQ,Genoa,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
2294,2019-2020,MALCUIT,Napoli,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2295,2019-2020,CORBO,Bologna,D,4.75,0.0,,,,,,,,,,,,,,,,,,,
2296,2019-2020,RANIERI,Fiorentina,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
2298,2019-2020,BENZAR,Lecce,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
2299,2019-2020,TRIPALDELLI,Sassuolo,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
2300,2019-2020,BOCCHETTI,Verona,D,5.9,0.0,,,,,,,,,,,,,,,,,,,
2301,2019-2020,PINNA,Cagliari,D,6.5,0.0,,,,,,,,,,,,,,,,,,,
2302,2019-2020,D,Lecce,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
2303,2019-2020,DAWIDOWICZ,Verona,D,5.9,0.0,,,,,,,,,,,,,,,,,,,
2304,2019-2020,EMPEREUR,Verona,D,5.95,0.0,,,,,,,,,,,,,,,,,,,
2305,2019-2020,L,Verona,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2308,2019-2020,CZYBORRA,Atalanta,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2309,2019-2020,BELLANOVA,Atalanta,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2330,2019-2020,LAZOVIC,Verona,C,6.2,0.0,,,,,,,,,,,,,,,,,,,
2332,2019-2020,DJURICIC,Sassuolo,C,6.15,0.0,,,,,,,,,,,,,,,,,,,
2333,2019-2020,PESSINA,Verona,C,6.04,0.0,,,,,,,,,,,,,,,,,,,
2341,2019-2020,VELOSO,Verona,C,6.06,0.0,,,,,,,,,,,,,,,,,,,
2347,2019-2020,RUIZ,Napoli,C,5.97,0.0,,,,,,,,,,,,,,,,,,,
2349,2019-2020,ZACCAGNI,Verona,C,6.11,0.0,,,,,,,,,,,,,,,,,,,
2363,2019-2020,AMRABAT,Verona,C,6.29,0.0,,,,,,,,,,,,,,,,,,,
2370,2019-2020,VERRE,Verona,C,5.95,0.0,,,,,,,,,,,,,,,,,,,
2383,2019-2020,BORINI,Verona,C,5.97,0.0,,,,,,,,,,,,,,,,,,,
2450,2019-2020,KINGSLEY,Bologna,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2459,2019-2020,LAXALT,Milan,C,5.67,0.0,,,,,,,,,,,,,,,,,,,
2462,2019-2020,,Juventus,C,5.57,0.0,,,,,,,,,,,,,,,,,,,
2471,2019-2020,ROVELLA,Genoa,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2473,2019-2020,AGUDELO,Fiorentina,C,5.85,0.0,,,,,,,,,,,,,,,,,,,
2475,2019-2020,MALDINI,Milan,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2476,2019-2020,ASKILDSEN,Sampdoria,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2482,2019-2020,BARRETO,Sampdoria,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
2483,2019-2020,BADU,Verona,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
2486,2019-2020,CRISTOFORO,Fiorentina,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
2487,2019-2020,MOROSINI,Brescia,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2488,2019-2020,EYSSERIC,Verona,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
2490,2019-2020,IMBULA,Lecce,C,5.67,0.0,,,,,,,,,,,,,,,,,,,
2491,2019-2020,BERISHA,Lazio,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2493,2019-2020,AGOUME,Inter,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2494,2019-2020,TREMOLADA,Brescia,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
2496,2019-2020,HENDERSON,Verona,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2497,2019-2020,FELIPPE,Verona,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2541,2019-2020,SILVA,Milan,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2543,2019-2020,CARMINE,Verona,A,5.95,0.0,,,,,,,,,,,,,,,,,,,
2562,2019-2020,STEPINSKI,Verona,A,5.88,0.0,,,,,,,,,,,,,,,,,,,
2565,2019-2020,SALCEDO,Verona,A,6.03,0.0,,,,,,,,,,,,,,,,,,,
2572,2019-2020,PAZZINI,Verona,A,6.28,0.0,,,,,,,,,,,,,,,,,,,
2575,2019-2020,GUMUS,Genoa,A,6.25,0.0,,,,,,,,,,,,,,,,,,,
2579,2019-2020,ZANIMACCHIA,Juventus,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
2586,2019-2020,E,Sampdoria,A,5.64,0.0,,,,,,,,,,,,,,,,,,,
2588,2019-2020,PAVOLETTI,Cagliari,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2589,2019-2020,MATRI,Sassuolo,A,5.67,0.0,,,,,,,,,,,,,,,,,,,
2594,2019-2020,ANTONUCCI,Roma,A,5.75,0.0,,,,,,,,,,,,,,,,,,,
2595,2019-2020,MONCINI,SPAL,A,5.33,0.0,,,,,,,,,,,,,,,,,,,
2598,2019-2020,PICCOLI,Atalanta,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2600,2019-2020,TUTINO,Verona,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2601,2019-2020,PEDRO,Fiorentina,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
2602,2019-2020,DIALLO,Atalanta,A,7.0,0.0,,,,,,,,,,,,,,,,,,,
2603,2019-2020,CLEONISE,Genoa,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
2604,2019-2020,GAGLIANO,Cagliari,A,7.5,0.0,,,,,,,,,,,,,,,,,,,
2616,2020-2021,SILVESTRI,Verona,P,6.21,1.0,,,,,,,,,,,,,,,,,,,
2621,2020-2021,TERRACCIANO,Fiorentina,P,6.25,0.0,,,,,,,,,,,,,,,,,,,
2626,2020-2021,VICARIO,Cagliari,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
2628,2020-2021,RADU,Inter,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2632,2020-2021,PANDUR,Verona,P,6.12,0.0,,,,,,,,,,,,,,,,,,,
2634,2020-2021,RAFAEL,Spezia,P,7.0,0.0,,,,,,,,,,,,,,,,,,,
2635,2020-2021,FESTA,Crotone,P,7.0,0.0,,,,,,,,,,,,,,,,,,,
2636,2020-2021,BERARDI,Verona,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2637,2020-2021,LETICA,Sampdoria,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
2638,2020-2021,CRESPI,Crotone,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
2639,2020-2021,UJKANI,Torino,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2640,2020-2021,PADELLI,Inter,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2642,2020-2021,PINSOGLIO,Juventus,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2645,2020-2021,PALEARI,Genoa,P,6.17,0.0,,,,,,,,,,,,,,,,,,,
2646,2020-2021,COSTA,Bologna,P,5.42,0.0,,,,,,,,,,,,,,,,,,,
2647,2020-2021,TATARUSANU,Milan,P,5.0,0.0,,,,,,,,,,,,,,,,,,,
2648,2020-2021,MARCHETTI,Genoa,P,5.88,0.0,,,,,,,,,,,,,,,,,,,
2649,2020-2021,COLOMBI,Parma,P,6.0,0.0,,,,,,,,,,,,,,,,,,,
2650,2020-2021,PEGOLO,Sassuolo,P,6.5,0.0,,,,,,,,,,,,,,,,,,,
2651,2020-2021,SCUFFET,Udinese,P,5.0,0.0,,,,,,,,,,,,,,,,,,,
2652,2020-2021,NICOLAS,Udinese,P,5.5,0.0,,,,,,,,,,,,,,,,,,,
2653,2020-2021,RAVAGLIA,Bologna,P,5.88,0.0,,,,,,,,,,,,,,,,,,,
2654,2020-2021,MANFREDINI,Benevento,P,5.0,0.0,,,,,,,,,,,,,,,,,,,
2660,2020-2021,DIMARCO,Verona,D,6.14,0.0,,,,,,,,,,,,,,,,,,,
2665,2020-2021,FARAONI,Verona,D,6.07,0.0,,,,,,,,,,,,,,,,,,,
2711,2020-2021,SAMIR,Udinese,D,5.9,0.0,,,,,,,,,,,,,,,,,,,
2716,2020-2021,GUNTER,Verona,D,5.98,0.0,,,,,,,,,,,,,,,,,,,
2743,2020-2021,SCIGLIO,Juventus,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2745,2020-2021,CECCHERINI,Verona,D,5.91,1.0,,,,,,,,,,,,,,,,,,,
2746,2020-2021,BASTOS,Lazio,D,5.75,0.0,,,,,,,,,,,,,,,,,,,
2749,2020-2021,MAGNANI,Verona,D,6.09,1.0,,,,,,,,,,,,,,,,,,,
2752,2020-2021,DAWIDOWICZ,Verona,D,5.87,0.0,,,,,,,,,,,,,,,,,,,
2768,2020-2021,EMPEREUR,Verona,D,5.62,0.0,,,,,,,,,,,,,,,,,,,
2777,2020-2021,DERMAKU,Parma,D,5.75,0.0,,,,,,,,,,,,,,,,,,,
2781,2020-2021,CAPRADOSSI,Spezia,D,6.5,0.0,,,,,,,,,,,,,,,,,,,
2782,2020-2021,DANILO,Bologna,D,5.6,0.0,,,,,,,,,,,,,,,,,,,
2792,2020-2021,LOVATO,Verona,D,5.93,0.0,,,,,,,,,,,,,,,,,,,
2800,2020-2021,MATTIELLO,Spezia,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2806,2020-2021,OLIVERA,Fiorentina,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2807,2020-2021,FARAGO,Bologna,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
2812,2020-2021,CETIN,Verona,D,5.92,0.0,,,,,,,,,,,,,,,,,,,
2818,2020-2021,BALOGH,Parma,D,5.83,0.0,,,,,,,,,,,,,,,,,,,
2819,2020-2021,UDOGIE,Verona,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2820,2020-2021,PASTINA,Benevento,D,6.33,0.0,,,,,,,,,,,,,,,,,,,
2821,2020-2021,RICCI,Parma,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2823,2020-2021,ZAGARITIS,Parma,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2830,2020-2021,REGINI,Sampdoria,D,4.5,1.0,,,,,,,,,,,,,,,,,,,
2838,2020-2021,MAZZOTTA,Crotone,D,4.5,0.0,,,,,,,,,,,,,,,,,,,
2839,2020-2021,BARRECA,Fiorentina,D,5.75,0.0,,,,,,,,,,,,,,,,,,,
2840,2020-2021,MUSACCHIO,Lazio,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2843,2020-2021,CALABRESI,Cagliari,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2847,2020-2021,VAVRO,Lazio,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
2851,2020-2021,DUARTE,Milan,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2853,2020-2021,CALAFIORI,Roma,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2855,2020-2021,RUEGG,Verona,D,6.0,0.0,,,,,,,,,,,,,,,,,,,
2856,2020-2021,PICCINI,Atalanta,D,5.5,0.0,,,,,,,,,,,,,,,,,,,
2859,2020-2021,ONGUENE,Genoa,D,5.0,0.0,,,,,,,,,,,,,,,,,,,
2873,2020-2021,ZACCAGNI,Verona,C,6.3,0.0,,,,,,,,,,,,,,,,,,,
2878,2020-2021,BARAK,Verona,C,6.09,0.0,,,,,,,,,,,,,,,,,,,
2884,2020-2021,LAZOVIC,Verona,C,6.15,0.0,,,,,,,,,,,,,,,,,,,
2886,2020-2021,DJURICIC,Sassuolo,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2903,2020-2021,COSTA,Juventus,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2905,2020-2021,RUIZ,Napoli,C,6.03,0.0,,,,,,,,,,,,,,,,,,,
2920,2020-2021,VELOSO,Verona,C,6.05,0.0,,,,,,,,,,,,,,,,,,,
2922,2020-2021,ILIC,Verona,C,5.93,0.0,,,,,,,,,,,,,,,,,,,
2932,2020-2021,BERENGUER,Torino,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
2938,2020-2021,TAMEZE,Verona,C,5.92,0.0,,,,,,,,,,,,,,,,,,,
2949,2020-2021,ARTHUR,Juventus,C,6.02,0.0,,,,,,,,,,,,,,,,,,,
2953,2020-2021,BESSA,Verona,C,5.96,0.0,,,,,,,,,,,,,,,,,,,
2975,2020-2021,AKPRO,Lazio,C,5.96,0.0,,,,,,,,,,,,,,,,,,,
2980,2020-2021,STURARO,Verona,C,5.77,0.0,,,,,,,,,,,,,,,,,,,
3013,2020-2021,DANZI,Verona,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
3015,2020-2021,PORTANOVA,Genoa,C,5.7,0.0,,,,,,,,,,,,,,,,,,,
3016,2020-2021,ANDERSON,Lazio,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
3023,2020-2021,ZALEWSKI,Roma,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
3024,2020-2021,DEZI,Parma,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
3025,2020-2021,JAJALO,Udinese,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
3027,2020-2021,PARIGINI,Genoa,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
3028,2020-2021,COULIBALY,Udinese,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
3029,2020-2021,MORA,Spezia,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
3030,2020-2021,CROCIATA,Crotone,C,5.75,0.0,,,,,,,,,,,,,,,,,,,
3033,2020-2021,SCOZZARELLA,Parma,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
3034,2020-2021,VIEIRA,Verona,C,5.62,0.0,,,,,,,,,,,,,,,,,,,
3035,2020-2021,FAGIOLI,Juventus,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
3037,2020-2021,PALUMBO,Udinese,C,5.0,0.0,,,,,,,,,,,,,,,,,,,
3038,2020-2021,GOMELT,Crotone,C,6.0,0.0,,,,,,,,,,,,,,,,,,,
3040,2020-2021,MASTINU,Spezia,C,5.5,0.0,,,,,,,,,,,,,,,,,,,
3041,2020-2021,EYANGO,Genoa,C,6.5,0.0,,,,,,,,,,,,,,,,,,,
3042,2020-2021,KOSZNOVSZKY,Parma,C,5.0,0.0,,,,,,,,,,,,,,,,,,,
3052,2020-2021,SIMY,Crotone,A,6.12,0.0,,,,,,,,,,,,,,,,,,,
3077,2020-2021,KEITA,Sampdoria,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
3115,2020-2021,LASAGNA,Verona,A,5.63,0.0,,,,,,,,,,,,,,,,,,,
3116,2020-2021,SALCEDO,Verona,A,5.88,0.0,,,,,,,,,,,,,,,,,,,
3128,2020-2021,KALINIC,Verona,A,5.74,0.0,,,,,,,,,,,,,,,,,,,
3129,2020-2021,FAVILLI,Verona,A,5.94,0.0,,,,,,,,,,,,,,,,,,,
3132,2020-2021,COLLEY,Verona,A,5.95,0.0,,,,,,,,,,,,,,,,,,,
3139,2020-2021,BRAAF,Udinese,A,6.17,0.0,,,,,,,,,,,,,,,,,,,
3141,2020-2021,ZIRKZEE,Parma,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
3142,2020-2021,KOKORIN,Fiorentina,A,5.75,0.0,,,,,,,,,,,,,,,,,,,
3144,2020-2021,TUPTA,Verona,A,5.0,0.0,,,,,,,,,,,,,,,,,,,
3145,2020-2021,EDERA,Torino,A,6.5,0.0,,,,,,,,,,,,,,,,,,,
3146,2020-2021,MICIN,Udinese,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
3149,2020-2021,KARGBO,Crotone,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
3151,2020-2021,TRAORE,Parma,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
3152,2020-2021,KALLON,Genoa,A,6.5,0.0,,,,,,,,,,,,,,,,,,,
3154,2020-2021,SILIGARDI,Crotone,A,5.67,0.0,,,,,,,,,,,,,,,,,,,
3155,2020-2021,SANTANDER,Bologna,A,5.75,0.0,,,,,,,,,,,,,,,,,,,
3156,2020-2021,SPROCATI,Parma,A,5.5,0.0,,,,,,,,,,,,,,,,,,,
3157,2020-2021,SCHIAPPACASSE,Sassuolo,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
3158,2020-2021,MILLICO,Torino,A,6.0,0.0,,,,,,,,,,,,,,,,,,,
3160,2020-2021,COLOMBO,Milan,A,5.75,0.0,,,,,,,,,,,,,,,,,,,
3178,2021-2022,MONTIPO,Verona,P,6.09,0.0,,,,,,,,,,,,,,,,,,,
3189,2021-2022,BARDI,Bologna,P,6.25,0.0,,,,,,,,,,,,,,,,,,,
3190,2021-2022,PADELLI,Udinese,P,6.17,0.0,,,,,,,,,,,,,,,,,,,
